tweet,label,sw_count,len_tweet,asterisk
" rofl that is real data any argument you make now i can flip it and say oh an anti-trump flunkie quit being retarded fyi gun control doesn't work england banned firearms and their violent crime stats skyrocketed criminals benefit the most from gun control""",NOTABU,1,256,0
"  this is the vetsresistsquadron is bullshit. they are girl scout veterans i have never met any other veterans or served with anyone that was a gun control advocate have you?""",NOTABU,0,175,0
 because they’re so hateful and can’t cover anything except trump i remember when wolf and anderson were actually decent journalists.....,NOTABU,2,137,0
kavanaughconfirmationhearings crazy dick durbin using the confirmation hearings to try and push gun control he is using this hearing to make speeches and push an agenda the whole thing has been a circus of democrats pushing an agenda while vowing to vote no on confirmation.,EXP,0,274,0
 i'm sure you are not you just thought it was free there's nothing wrong with that ,NOTABU,0,83,0
  yeah most antifa are americans and still they advocate for an ideology that will destroy our great country that makes them traitors and should be treated as such.,NOTABU,0,164,0
 typical liberals principled until it comes to their money.,NOTABU,0,59,0
 tom was bought he is more interested in tom than his constituents,NOTABU,0,66,0
 has a deal with samrat family i think to save him from the case we know how samrat is attract for girls teju and geetha now when complaint came he is taking care sad for her wife kaushalarmy biggbosstelugu2,NOTABU,0,207,0
 it's about time the gunsense crowd started calling for police to be disarmed no more gun control exceptions for the police at least you're being more logically consistent in your quest to have criminals be the only ones with guns ‍♂️🙄,NOTABU,0,235,0
 seriously you are the best,NOTABU,0,27,0
 typical sore loser he is as always piece of shit!,EXP,1,50,0
 welcome to britain,NOTABU,0,19,0
" hits a home run against antifa kkk white supremacy and the left with leftists claim facts are aggressive"" walkaway q qanon qarmy votered201 url",NOTABU,0,144,0
 got some antifa stories to share i'm interested.,NOTABU,0,49,0
 are you freaking serious 390 lives lost trillion dollars in recover and rebuild continued threats and fear you are a disgrace to journalism you moron!,EXP,1,151,0
 she is a democrat,NOTABU,0,18,0
 thank you for your conscience and actions.,NOTABU,0,43,0
 antifa do promote hared based on race black lives mater is a hate group prime example of how the splc are not trust worthy.,NOTABU,0,124,0
 why does it matter if a candidate is a woman or a man i thought we were all the same everything the liberals believe in contradicts their other beliefs ,NOTABU,1,153,0
 these metal people have already found kavanaugh guilty amp the accuser doesn’t want to testify even being backed by her liberal lawyers this is nothing but a liberal delay tactic now even feinstein believes this accusation is not true liberals love to destroy people’s lives,NOTABU,1,275,0
 it goes both ways if i don't agree with you you're just bitching. about the red x url,NOTABU,0,86,0
 no we no mames,NOTABU,0,15,0
dear liberal fakenewsmedia this gesture you call a white power gesture is actually what we normal people call the ok gesture i realize this is not as fun as your make believe white power name but yeah that's what it means ok ok walkaway maga url,EXP,0,245,0
" your article on clay travis politics in sports is the same old antifa-like rant""",NOTABU,0,81,0
 republicans on gun control deaths didn't participate in the success of trump's economy url,NOTABU,0,91,0
  i’ve never seen anyone talk like that on twitter before and i’ve seen some really messed up shit,NOTABU,1,98,0
 you are absolutely right i am a fool,NOTABU,0,37,0
 students have voices melania then why does your husband want to shut up students like when he’s trying to help our country with gun control!,NOTABU,0,141,0
 clearly it does bc the cheerleader is smaller than the other girl and she whooped that ass after being slammed to the ground and everything,NOTABU,1,140,0
 everyone who said jihoons new hair cut is ugly you are wrong,EXP,0,61,0
 rbg next can’t wait the hateful intolerant racists on the left will not win rbg next!!! maga,EXP,2,93,0
 coming from one of the most corrupt ag’s!,EXP,0,42,0
 doesn'tunderstandmetaphors,NOTABU,0,27,0
 no it’s wise all the time to not capitulate to liberal demands. example allowing a few more days for the kavanaugh hearings and offering the fake accuser the opportunity to testify under oath is smart politically. but liberals demanded more then grassley said hell no”,NOTABU,1,269,0
 she is the cutest baby i have ever seen,NOTABU,0,40,0
 that is funny...thats exactly how i describe him notmypope,NOTABU,0,59,0
 his back hole will look like the holland tunnel we he gets to the male prison,IMP,0,78,0
 stay well clear she is unhinged.,EXP,0,33,0
 she is coming to italy  url,NOTABU,0,28,0
 plus now we know where she likes to kiss you at when she is singing don’t judge me.,NOTABU,0,84,0
 horrible.,NOTABU,0,10,0
 they can't blame antifa this time it's right wing nuts and trumpers.,NOTABU,1,69,0
 made this show successful and relevant i remember saying that he brought the show to the states with in mind because she is the epitome of the voice. none of their shade will delete that url,NOTABU,0,191,0
 yeah probably views groups like antifa and eff as moderates people who are against farm murders are labeled just as extreme as people singing songs about actually killing those farmers crazy times we live in ,IMP,0,209,0
 dreaming...,NOTABU,0,12,0
  i’m not sure where i’m a fan of yet but i know i definitely suck hahaha,NOTABU,1,73,0
 why shouldn’t we be surprised when someone who promotes antifa violence in public is suddenly accused of violence/domestic violence etc?!!?,NOTABU,0,140,0
 i have to be a smart ass some way 🏻‍♂️😂,NOTABU,1,40,0
 conservatives,NOTABU,0,14,0
 just another reason she is vile,EXP,1,32,0
 imagine being stupid ,NOTABU,1,22,0
 literally you are literally a crazy person.,EXP,0,44,0
 do they drug test in tennis shes on some serious hormones or testosterone,NOTABU,0,74,0
 wow antifa turning on her too?,NOTABU,0,31,0
 there's only one king ,NOTABU,0,23,0
 a bunch of overpaid liberals whining about how horrible everything is they should get together with nfl players and try getting a real job zero interest in them giving their friends pointless awards.,NOTABU,2,200,0
 crazy thing is people naming big and pac as greats but forgetting the true underground rap legends like l i still play his shit,NOTABU,1,128,0
" i'm pretty sure most of your maga supporters do not have any new found wealth"" i assume you're referring to your fellow billionaires that you gave a huge tax break to.""",IMP,0,169,0
 this shit is staged dude didn’t even hit him url,NOTABU,1,49,0
 hmmm was nfl on tv today didn’t even search watched tennis amp baseball not one of them kneeled won’t be watching next week either.,NOTABU,0,132,0
 rescue conservatives from its own demons who are the two or three most notorious serial abusers of women in the last  years hint they were not gop did they ever face consequences?,IMP,1,180,0
" now i know you're having a laugh do you really believe that the media aren't picking on him as for getting his shit together"" what shit would that be?""",IMP,1,152,0
 boy hollywood sure does like to look like fools all the time wait until they find out it's a big hoax manufactured by liberals think they will apologize to kavanaugh no way.,IMP,1,174,0
 retweet this  times.,NOTABU,0,21,0
" i am trying to make a point many people who hate the liberal and ndp party are conservatives and all conservatives care about is money they don't have to ruin the environment and discriminate against others because of money""""",NOTABU,0,226,0
 please show me your post where you said the same thing about conservatives targeted by antifa and other leftist friends of yours hypocrite,EXP,1,139,0
ironicnews conservatives who complain liberals go pantsonfire about trumppocalypse am now mad at obama for something him not said.,NOTABU,0,130,0
 it’s horrific adam look at the way the conservatives endorsement of orban has been waved through it should be a source of national shame but it’s the norm.,NOTABU,2,156,0
 haha trump is still winning it’s fun to watch the liberals literally go insane url,NOTABU,1,83,0
 he said he is thrilled to be a part of the ownership group!,NOTABU,0,60,0
